   3.5185838e+00   1.5937724e-01  -4.6488824e+00   2.2244363e+00
   3.5814156e+00  -1.2889646e-01  -4.5241353e+00   2.4099745e+00
   3.6442475e+00  -4.0876837e-01  -4.3815334e+00   2.5757758e+00
   3.7070793e+00  -6.7913397e-01  -4.2216396e+00   2.7163058e+00
   3.7699112e+00  -9.3892626e-01  -4.0450850e+00   2.8265916e+00
   3.8327430e+00  -1.1871199e+00  -3.8525662e+00   2.9025521e+00
   3.8955749e+00  -1.4227355e+00  -3.6448431e+00   2.9412862e+00
   3.9584067e+00  -1.6448431e+00  -3.4227355e+00   2.9412862e+00
   4.0212386e+00  -1.8525662e+00  -3.1871199e+00   2.9025521e+00
   4.0840704e+00  -2.0450850e+00  -2.9389263e+00   2.8265916e+00
   4.1469023e+00  -2.2216396e+00  -2.6791340e+00   2.7163058e+00
   4.2097342e+00  -2.3815334e+00  -2.4087684e+00   2.5757758e+00
   4.2725660e+00  -2.5241353e+00  -2.1288965e+00   2.4099745e+00
   4.3353979e+00  -2.6488824e+00  -1.8406228e+00   2.2244363e+00
   4.3982297e+00  -2.7552826e+00  -1.5450850e+00   2.0249195e+00
   4.4610616e+00  -2.8429158e+00  -1.2434494e+00   1.8170930e+00
   4.5238934e+00  -2.9114363e+00  -9.3690657e-01   1.6062720e+00
   4.5867253e+00  -2.9605735e+00  -6.2666617e-01   1.3972193e+00
   4.6495571e+00  -2.9901336e+00  -3.1395260e-01   1.1940155e+00
   4.7123890e+00  -3.0000000e+00  -9.1848510e-16   1.0000000e+00
   4.7752208e+00  -2.9901336e+00   3.1395260e-01   8.1776966e-01
   4.8380527e+00  -2.9605735e+00   6.2666617e-01   6.4922553e-01
   4.9008845e+00  -2.9114363e+00   9.3690657e-01   4.9565199e-01
   4.9637164e+00  -2.8429158e+00   1.2434494e+00   3.5781526e-01
   5.0265482e+00  -2.7552826e+00   1.5450850e+00   2.3606956e-01
   5.0893801e+00  -2.6488824e+00   1.8406228e+00   1.3046174e-01
   5.1522120e+00  -2.5241353e+00   2.1288965e+00   4.0828121e-02
   5.2150438e+00  -2.3815334e+00   2.4087684e+00  -3.3120403e-02
   5.2778757e+00  -2.2216396e+00   2.6791340e+00  -9.1726775e-02
   5.3407075e+00  -2.0450850e+00   2.9389263e+00  -1.3533012e-01
   5.4035394e+00  -1.8525662e+00   3.1871199e+00  -1.6422146e-01
   5.4663712e+00  -1.6448431e+00   3.4227355e+00  -1.7861186e-01
   5.5292031e+00  -1.4227355e+00   3.6448431e+00  -1.7861186e-01
   5.5920349e+00  -1.1871199e+00   3.8525662e+00  -1.6422146e-01
   5.6548668e+00  -9.3892626e-01   4.0450850e+00  -1.3533012e-01
   5.7176986e+00  -6.7913397e-01   4.2216396e+00  -9.1726775e-02
   5.7805305e+00  -4.0876837e-01   4.3815334e+00  -3.3120403e-02
   5.8433623e+00  -1.2889646e-01   4.5241353e+00   4.0828121e-02
   5.9061942e+00   1.5937724e-01   4.6488824e+00   1.3046174e-01
   5.9690260e+00   4.5491503e-01   4.7552826e+00   2.3606956e-01
   6.0318579e+00   7.5655056e-01   4.8429158e+00   3.5781526e-01
   6.0946897e+00   1.0630934e+00   4.9114363e+00   4.9565199e-01
   6.1575216e+00   1.3733338e+00   4.9605735e+00   6.4922553e-01
   6.2203535e+00   1.6860474e+00   4.9901336e+00   8.1776966e-01
   6.2831853e+00   2.0000000e+00   5.0000000e+00   1.0000000e+00
